"";"price";"type";"district";"municipality";"street";"c";"link";"condition";"usable_area";"built_up_area";"land_area";"commission_in_price";"rooms"
"101";328080;"Byt";"okres Bratislava";"Bratislava III - Rača";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4731747/verdena-uzivajte-si-aktivny-oddych-na-skok-od-vasho-domova/";"Developerský projekt";"80,51";NA;NA;"no";"3"
"102";122990;"Byt";"okres Košice";"Košice III - Dargovských Hrdinov";"okres Košice";NA;"https://www.nehnutelnosti.sk/4885486/3d-3-izbovy-prazsky-byt-55m2-kosice-furca-clementisova/";"Pôvodný stav";"55";NA;NA;"no";"3"
"103";415000;"Rodinný dom";"okres Malacky";"Stupava";"okres Malacky";NA;"https://www.nehnutelnosti.sk/4984681/4-izbovy-rodinny-dom-brezova-ulica-stupava/";NA;NA;NA;NA;"no";NA
"104";350000;"Byt";"okres Bratislava";"Bratislava V - Jarovce";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4984663/hladame-pre-klienta-3-izb-byt-s-terasou-jarovce-rusovce/";"Pôvodný stav";NA;NA;NA;"no";"3"
"105";350000;"Byt";"okres Bratislava";"Bratislava III - Nové Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4984665/hladame-pre-klienta-3-izb-byt-s-terasou-krasnany-alebo-kramare/";"Pôvodný stav";NA;NA;NA;"no";"3"
"106";1;"Byt";"okres Martin";"Martin";"okres Martin";NA;"https://www.nehnutelnosti.sk/4984662/2-izbovy-byt-na-predaj-sever/";"Kompletná rekonštrukcia";"53,9";NA;NA;"no";"2"
"107";228000;"Rodinný dom";"okres Galanta";"Horné Saliby";"okres Galanta";NA;"https://www.nehnutelnosti.sk/4984660/velmi-pekny-rodinny-dom-s-obytnym-podkrovim-a-velkou-garazou-krasny-pozemok/";"Pôvodný stav";"220";"132";"800";"no";NA
"108";163000;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4984653/exkluzivne-na-predaj-2-izbovy-byt-s-balkonom-v-meste-banska-bystrica-foncorda/";"Kompletná rekonštrukcia";"56,1";NA;NA;"no";"2"
"109";2e+05;"Rodinný dom";"okres Senec";"Blatné";"okres Senec";NA;"https://www.nehnutelnosti.sk/4984640/skvela-ponuka-ciastocne-zrekonstruovany-trojizbovy-dom-v-blatnom-pozemok-650-m2-ihned-volny/";"Čiastočná rekonštrukcia";"94";"140";"646";"no";NA
"110";NA;"Apartmán";"okres Žilina";"Rajecké Teplice";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4691948/apartman-rajecke-teplice-top-lokalita/";"Novostavba";"41";NA;NA;"no";NA
"111";159900;"Byt";"okres Piešťany";"Piešťany";"okres Piešťany";NA;"https://www.nehnutelnosti.sk/4984619/presvetleny-3-izbovy-byt-so-vybornej-lokalite/";"Kompletná rekonštrukcia";"71";NA;NA;"no";"3"
"112";NA;"Byt";"okres Žilina";"Rajecké Teplice";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4691968/investujte-do-relaxu-predpredaj-spusteny/";"Novostavba";"45";NA;NA;"no";"2"
"113";99000;"Byt";"okres Zvolen";"Zvolen";"okres Zvolen";NA;"https://www.nehnutelnosti.sk/4843000/predaj-2-izbovy-byt-58m2-zvolen/";"Čiastočná rekonštrukcia";"58";NA;NA;"no";"2"
"114";68000;"Byt";"okres Prievidza";"Handlová";"okres Prievidza";NA;"https://www.nehnutelnosti.sk/4861912/predaj-3-izbovy-byt-75m2-balkon-okres-prievidza-mesto-handlova/";"Čiastočná rekonštrukcia";"75";NA;NA;"no";"3"
"115";101000;"Byt";"okres Žiar nad Hronom";"Žiar nad Hronom";"okres Žiar nad Hronom";NA;"https://www.nehnutelnosti.sk/4956142/na-predaj-2i-68m2-byt-len-500-m-od-namestia-v-ziari-nad-hronom/";"Kompletná rekonštrukcia";"68";NA;NA;"no";"2"
"116";68000;"Byt";"okres Prievidza";"Kanianka";"okres Prievidza";NA;"https://www.nehnutelnosti.sk/4881882/tureality-ponuka-na-predaj-2-izbovy-byt-kanianka/";"Čiastočná rekonštrukcia";"51";NA;NA;"no";"2"
"117";140000;"Byt";"okres Banská Štiavnica";"Banská Štiavnica";"okres Banská Štiavnica";NA;"https://www.nehnutelnosti.sk/4938658/na-predaj-3i-byt-po-rekonstrukcii-70m2-banska-stiavnica/";"Kompletná rekonštrukcia";"70";NA;NA;"no";"3"
"118";145000;"Byt";"okres Prievidza";"Kanianka";"okres Prievidza";NA;"https://www.nehnutelnosti.sk/4943173/exkluzivne-bojnice-kanianka-na-predaj-slnecny-a-priestranny-4i-byt-v-kanianke-91-04-m2/";"Pôvodný stav";"91";NA;NA;"no";"4"
"119";96000;"Byt";"okres Zvolen";"Zvolen";"okres Zvolen";NA;"https://www.nehnutelnosti.sk/4880767/na-predaj-2i-byt-48-5m2-lodzia-s-peknym-vyhladom/";"Čiastočná rekonštrukcia";"49";NA;NA;"no";"2"
"120";1e+05;"Byt";"okres Banská Štiavnica";"Banská Štiavnica";"okres Banská Štiavnica";NA;"https://www.nehnutelnosti.sk/4890649/na-predaj-2i-byt-66-6m2-lodzia-s-peknym-vyhladom-banska-stiavnica/";"Pôvodný stav";"67";NA;NA;"no";"2"
"121";119900;"Byt";"okres Žiar nad Hronom";"Žiar nad Hronom";"okres Žiar nad Hronom";NA;"https://www.nehnutelnosti.sk/4950817/na-predaj-4i-byt-87m2-ziar-nad-hronom/";"Pôvodný stav";"87";NA;NA;"no";"4"
"122";80000;"Loft";"okres Partizánske";"Partizánske";"okres Partizánske";NA;"https://www.nehnutelnosti.sk/4974387/na-predaj-2-a-pol-izbovy-byt-partizanske/";"Pôvodný stav";"58";NA;NA;"no";NA
"123";135000;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4984595/predam-slnecny-byt-v-lokalite-banska-bystrica-id-104198/";"Kompletná rekonštrukcia";"50";NA;NA;"no";"2"
"124";157980;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4937233/predaj-pekneho-3i-bytu-po-rekonstrukcii-podlavice-vymera-62-18-m2/";"Čiastočná rekonštrukcia";"62,18";NA;NA;"no";"3"
"125";1e+05;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4903704/rezervovane-ponukame-exkluzivne-na-predaj-1i-byt-v-centre-mesta-bb-ciastocna-rekonstrukcia-35/";"Čiastočná rekonštrukcia";"35,19";NA;NA;"no";"1"
"126";150980;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4920733/predaj-pekneho-2i-bytu-v-banskej-bystrici-60-m2-ihned-volny/";"Čiastočná rekonštrukcia";"60";NA;NA;"no";"2"
"127";180000;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4857888/znizena-cenaexkluzivne-na-predaj-zariadeny-3izbovy-byt-68-5m2-banska-bystrica-podhaj/";"Čiastočná rekonštrukcia";"68,5";NA;NA;"no";"3"
"128";155990;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4868313/na-predaj-3i-byt-v-banskej-bystrici-67m2/";"Čiastočná rekonštrukcia";"67";NA;NA;"no";"3"
"129";132880;"Byt";"okres Zvolen";"Zvolen";"okres Zvolen";NA;"https://www.nehnutelnosti.sk/4917066/pripravujeme-prijemny-3-izbovy-byt-s-balkonom-63m2-na-predaj-vo-zvolene/";"Čiastočná rekonštrukcia";"63";NA;NA;"no";"3"
"130";140000;"Byt";"okres Zvolen";"Zvolen";"okres Zvolen";NA;"https://www.nehnutelnosti.sk/4935259/4-izbovy-byt-zvolen-73m2/";"Čiastočná rekonštrukcia";"73";NA;NA;"no";"4"
"131";194900;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4897536/predaj-priestranneho-4i-bytu-v-oblubenej-casti-sidliska-foncorda-82-80-m2/";"Čiastočná rekonštrukcia";"82,8";NA;NA;"no";"4"
"132";126000;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4984585/na-predaj-2-izbovy-byt-v-meste-banska-bystrica-mestska-cast-sasova/";"Čiastočná rekonštrukcia";"71";NA;NA;"no";"2"
"133";124900;"Byt";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4963737/na-predaj-1-izb-byt-po-rekonstrukcii-na-ulici-halova-v-tichej-lokalite-bratislavskej-petrzalky/";"Kompletná rekonštrukcia";"32";NA;NA;"no";"1"
"134";114980;"Garsónka";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4967162/predaj-zrekonstruovanej-garzonky-v-sirsom-centre-bratislavy-na-prazskej-ul-s-rozlohou-21m2/";"Kompletná rekonštrukcia";"21";NA;NA;"no";"1,5"
"135";179980;"Byt";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4955804/3-izbovy-zrekonstruovany-byt-v-petrzalke-55m2/";"Kompletná rekonštrukcia";"55";NA;NA;"no";"3"
"136";244980;"Byt";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4951637/krasny-3-izbovy-byt-v-petrzalke/";"Kompletná rekonštrukcia";"70";NA;NA;"no";"3"
"137";249980;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4944653/prerobeny-3-izbovy-byt-v-bratislave-ruzinov-82m2/";"Kompletná rekonštrukcia";"73,47";NA;NA;"no";"3"
"138";183980;"Byt";"okres Bratislava";"Bratislava IV - Karlova Ves";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4951639/3izbovy-byt-v-karlovej-vsi-s-vybornou-dostupnostou/";"Kompletná rekonštrukcia";"66";NA;NA;"no";"3"
"139";149000;"Byt";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4965049/predaj-1-izbovy-byt-v-petrzalke-po-kompletnej-rekonstrukcii-38m/";"Kompletná rekonštrukcia";"38";NA;NA;"no";"1"
"140";214300;"Byt";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4940827/predaj-3-izbovy-byt-po-rekonstrukcii-v-petrzalke-76m/";"Čiastočná rekonštrukcia";"76";NA;NA;"no";"3"
"141";253980;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4875334/predaj-3-izbovy-byt-po-kompletnej-rekonstrukcii-v-ruzinove-65m/";"Kompletná rekonštrukcia";"65";NA;NA;"no";"3"
"142";363000;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4899737/pasienky-moderny-3izbovy-byt/";"Čiastočná rekonštrukcia";"75";NA;NA;"no";"3"
"143";263000;"Byt";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4956000/4-izbovy-byt-po-kompletnej-rekonstrukcii-petrzalka-87m2/";"Kompletná rekonštrukcia";"87";NA;NA;"no";"4"
"144";229900;"Byt";"okres Bratislava";"Bratislava II - Vrakuňa";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4880556/krasny-2-izbovy-byt-v-starsej-novostavbe-s-dvoma-terasami-vo-vrakuni-74-53m2/";"Novostavba";"74,53";NA;NA;"no";"2"
"145";254900;"Byt";"okres Senec";"Rovinka";"okres Senec";NA;"https://www.nehnutelnosti.sk/4936731/velka-3-izbovy-krasny-byt-s-terasou-a-parkovanim-v-novostavbe-rovinka-platanova-ulica-125-86m/";"Novostavba";"125,87";NA;NA;"no";"3"
"146";185000;"Byt";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4932323/povodny-3-izbovy-byt-v-bratislave-petrzalke-budatinska-ulica-68m/";"Pôvodný stav";"68";NA;NA;"no";"3"
"147";239900;"Byt";"okres Senec";"Rovinka";"okres Senec";NA;"https://www.nehnutelnosti.sk/4936732/nadherny-3-izbovy-byt-s-terasou-a-parkovanim-v-novostavbe-rovinka-platanova-ulica-107-94m/";"Novostavba";"107,94";NA;NA;"no";"3"
"148";165000;"Byt";"okres Bratislava";"Bratislava II - Podunajské Biskupice";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4904451/znizena-cenapredaj-2-izboveho-bytu-po-rekonstrukcii-s-loggiou-podunajske-biskupice-51-73m2/";"Kompletná rekonštrukcia";"51,73";NA;NA;"no";"2"
"149";179500;"Byt";"okres Pezinok";"Pezinok";"okres Pezinok";NA;"https://www.nehnutelnosti.sk/4974397/nadherny-byt-predaj-krasny-3-izbovy-byt-s-balkonom-pezinok-76-6-m2/";"Čiastočná rekonštrukcia";"76,6";NA;NA;"no";"3"
"150";187500;"Byt";"okres Bratislava";"Bratislava III - Rača";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4903705/nova-cena-vyborna-ponuka-povodny-stav-3i-byt-71-83m2-bratislava-raca-komisarky/";"Pôvodný stav";"71,83";NA;NA;"no";"3"
"151";329000;"Byt";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4818344/iba-u-nas-2-izbovy-byt-stare-mesto-kompletna-rekonstrukcia-balkon-68m2/";"Kompletná rekonštrukcia";"68";NA;NA;"no";"2"
"152";135000;"Byt";"okres Bratislava";"Bratislava IV - Karlova Ves";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4956140/iba-u-nas-1-izbovy-byt-povodny-stav-karlova-ves-30m2/";"Pôvodný stav";"30";NA;NA;"no";"1"
"153";110000;"Garsónka";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4937654/garsonka-ciastocna-rekonstrukcia-loggia-petrzalka-29m2/";"Čiastočná rekonštrukcia";"29";NA;NA;"no";"1,5"
"154";155000;"Byt";"okres Malacky";"Malacky";"okres Malacky";NA;"https://www.nehnutelnosti.sk/4855110/pekny-a-prerobeny-3-izb-byt-s-loggiou-77-m2-malacky-pekny-vyhlad/";"Kompletná rekonštrukcia";"77";NA;NA;"no";"3"
"155";159900;"Byt";"okres Malacky";"Malacky";"okres Malacky";NA;"https://www.nehnutelnosti.sk/4966768/vynikajuca-ponukazariadeny-3-izb-byt-po-kompletnej-rekonstrukcii-77-m2-velka-priestranna-pivnica-na/";"Kompletná rekonštrukcia";"77";NA;NA;"no";"3"
"156";119900;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4984555/2-izb-kompletne-zrekonstruovany-byt-v-centre-bb/";"Kompletná rekonštrukcia";"39";NA;NA;"no";"2"
"157";133180;"Byt";"okres Trenčín";"Trenčín";"okres Trenčín";NA;"https://www.nehnutelnosti.sk/4921861/na-predaj-pekny-2-izbovy-byt-v-trencine-s-vymerou-72-m2-horny-sianec/";"Kompletná rekonštrukcia";"72";NA;NA;"no";"2"
"158";179000;"Byt";"okres Ilava";"Nová Dubnica";"okres Ilava";NA;"https://www.nehnutelnosti.sk/4964608/na-predaj-3-izbovy-byt-so-zahradou160-m2-v-tehlovom-dome-v-novej-dubnici-na-ul-kukucinovej/";"Pôvodný stav";"82";NA;NA;"no";"3"
"159";105000;"Byt";"okres Topoľčany";"Topoľčany";"okres Topoľčany";NA;"https://www.nehnutelnosti.sk/4908790/na-predaj-krasny-2i-byt-v-topolcanoch-stredanska-ul/";"Kompletná rekonštrukcia";"49";NA;NA;"no";"2"
"160";163000;"Byt";"okres Trenčín";"Trenčín";"okres Trenčín";NA;"https://www.nehnutelnosti.sk/4974402/na-predaj-4-izb-byt-v-trencine-opatovska-94-m2/";"Pôvodný stav";"94";NA;NA;"no";"4"
"161";169900;"Byt";"okres Trenčín";"Trenčín";"okres Trenčín";NA;"https://www.nehnutelnosti.sk/4894725/nova-cena-3-izbovy-byt-v-trencine-2x-balkon-top-lokalita-uplne-centrum-piaristicka-ulica-p/";"Pôvodný stav";"85";NA;NA;"no";"3"
"162";133000;"Byt";"okres Trenčín";"Trenčín";"okres Trenčín";NA;"https://www.nehnutelnosti.sk/4806922/nova-cena-exkluzivne-na-predaj-velky-4-izbovy-byt-o-rozlohe-81m2-balkon-trencin-juh-zrekonstr/";"Čiastočná rekonštrukcia";"81";NA;NA;"no";"4"
"163";99999;"Byt";"okres Ilava";"Nová Dubnica";"okres Ilava";NA;"https://www.nehnutelnosti.sk/4899154/pekny-2-izbovy-byt-na-predaj-v-novej-dubnici-centrum-mesta-56m2-balkon/";"Kompletná rekonštrukcia";"56";NA;NA;"no";"2"
"164";99900;"Byt";"okres Trenčín";"Trenčín";"okres Trenčín";NA;"https://www.nehnutelnosti.sk/4878168/nova-cena-na-predaj-2-izbovy-byt-55-m2-povodny-stav-tehlovy-bytovy-dom-beckovska-ul-trencin/";"Pôvodný stav";"55";NA;NA;"no";"2"
"165";134900;"Rodinný dom";"okres Piešťany";"Hubina";"okres Piešťany";NA;"https://www.nehnutelnosti.sk/4984569/dom-v-tichom-krasnom-prostredi-pri-piestanoch/";"Pôvodný stav";"142";NA;"956";"no";NA
"166";107000;"Byt";"okres Martin";"Vrútky";"okres Martin";NA;"https://www.nehnutelnosti.sk/4984567/predaj-3-izbovy-byt-vrutky/";"Čiastočná rekonštrukcia";"68";NA;NA;"no";"3"
"167";178000;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4984560/predaj-3-izb-bytu-na-foncorde-banska-bystrica/";"Kompletná rekonštrukcia";"68";NA;NA;"no";"3"
"168";12960000;"Byt";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4984559/3-izbovy-byt-v-povodnom-stave-72m2/";"Pôvodný stav";"72";NA;NA;"no";"3"
"169";255000;"Byt";"okres Bratislava";"Bratislava III - Nové Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4965120/kompletne-zrekonstruovany-2-izbovy-byt-53-m2-na-hranici-stareho-mesta-bratislava/";"Kompletná rekonštrukcia";"53";NA;NA;"no";"2"
"170";329900;"Byt";"okres Bratislava";"Bratislava III - Vajnory";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4976157/3izbovy-priestranny-byt-74-m2-s-predzahradkou-v-pokojnej-casti-bratislava-vajnory/";"Novostavba";"74";NA;NA;"no";"3"
"171";179500;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4974373/2-izbovy-byt-51-m2-na-zvysenom-prizemi-bratislava-ruzinov-posen/";"Kompletná rekonštrukcia";"51";NA;NA;"no";"2"
"172";NA;"Byt";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4897566/namestie-m-benku-velkorysy-2-izbovy-byt-s-dvoma-balkonmi/";"Pôvodný stav";"70";NA;NA;"no";"2"
"173";99500;"Byt";"okres Martin";"Martin";"okres Martin";NA;"https://www.nehnutelnosti.sk/4916639/2-izbovy-byt-s-rozlohou-58m2-v-casti-mesta-kosuty-i/";"Čiastočná rekonštrukcia";"58";NA;NA;"no";"2"
"174";128000;"Byt";"okres Dolný Kubín";"Dolný Kubín";"okres Dolný Kubín";NA;"https://www.nehnutelnosti.sk/4906013/predaj-jedinecneho-3-izboveho-bytu-73-48-m2-dolny-kubin-na-ul-dukelskych-hrdinov/";"Čiastočná rekonštrukcia";"73,48";NA;NA;"no";"3"
"175";120000;"Byt";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4945145/3-izbovy-byt-s-balkonom-na-ul-nabrezna-nove-zamky-73-71m2/";"Kompletná rekonštrukcia";"73,71";NA;NA;"no";"3"
"176";120000;"Byt";"okres Dolný Kubín";"Dolný Kubín";"okres Dolný Kubín";NA;"https://www.nehnutelnosti.sk/4913072/predaj-3-5-izboveho-bytu-vo-vyhladavanej-casti-dolneho-kubina/";"Čiastočná rekonštrukcia";"73,68";NA;NA;"no";"3"
"177";123000;"Byt";"okres Košice";"Košice IV - Nad jazerom";"okres Košice";NA;"https://www.nehnutelnosti.sk/4917068/na-predaj-priestranny-zrekonstruovany-slnecny-1-izbovy-byt-42m2-2x-lodzia-na-2-13-poschodi-sidl/";"Kompletná rekonštrukcia";"42";NA;NA;"no";"1"
"178";174980;"Byt";"okres Košice";"Košice II - Západ";"okres Košice";NA;"https://www.nehnutelnosti.sk/4940050/pripravujemedo-ponuky-3-izbovy-zariadeny-byt-po-kompletnej-rekonstrukcii-na-sidlisku-teras/";"Kompletná rekonštrukcia";"68";NA;NA;"no";"3"
"179";114500;"Byt";"okres Žilina";"Žilina";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4963515/iba-u-nas-na-predaj-komplet-prerobeny-1-izbovy-byt-zilina-centrum-o-vymere-35m2-s-balkonom/";"Kompletná rekonštrukcia";"35";NA;NA;"no";"1"
"180";63000;"Byt";"okres Prievidza";"Prievidza";"okres Prievidza";NA;"https://www.nehnutelnosti.sk/4984540/predaj-jednoizbovy-byt-prievidza-sidlisko-kopanice-exkluzivne-halo-reality/";"Kompletná rekonštrukcia";"42";NA;NA;"no";"1"
"181";299900;"Rodinný dom";"okres Malacky";"Malacky";"okres Malacky";NA;"https://www.nehnutelnosti.sk/4984536/na-predaj-4-izbovy-rodinny-dom/";"Novostavba";"94";"112";"447";"no";NA
"182";125000;"Rodinný dom";"okres Nitra";"Veľký Lapáš";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4984529/predaj-rodinneho-domu-vo-velkom-lapasi/";"Pôvodný stav";"150";NA;"652";"no";NA
"183";177900;"Byt";"okres Žilina";"Žilina - Hliny";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4984525/3-izbovy-byt-hliny-v-exkluzivne/";"Čiastočná rekonštrukcia";"85";NA;NA;"no";"3"
"184";107000;"Byt";"okres Martin";"Martin";"okres Martin";NA;"https://www.nehnutelnosti.sk/4984520/na-predaj-2-izbovy-byt-martin-sever/";"Pôvodný stav";"60";NA;NA;"yes";"2"
"185";NA;"Rodinný dom";"okres Topoľčany";"Horné Obdokovce";"okres Topoľčany";NA;"https://www.nehnutelnosti.sk/4984505/5-izbovy-holodom-v-hornych-obdokociach/";"Kompletná rekonštrukcia";"238";"193";"1835";"no";NA
"186";278500;"Rodinný dom";"okres Trnava";"Križovany nad Dudváhom";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4984490/caka-iba-na-vas-novostavba-rodinneho-domu-z-kvalitnych-materialov-v-krizovanoch-nad-dudvahom/";"Vo výstavbe";"116";NA;"546";"no";NA
"187";75000;"Byt";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4984485/na-predaj-2i-byt-za-troma-mostami-v-4-bytovke/";"Čiastočná rekonštrukcia";"61";NA;NA;"no";"2"
"188";203000;"Rodinný dom";"okres Topoľčany";"Horné Obdokovce";"okres Topoľčany";NA;"https://www.nehnutelnosti.sk/4984474/pekny-a-moderny-bungalov-v-hornych-obdokovciach/";"Kompletná rekonštrukcia";"154";"138";"2170";"no";NA
"189";75000;"Byt";"okres Levice";"Levice";"okres Levice";NA;"https://www.nehnutelnosti.sk/4984467/2-i-byt-za-dobru-cenu-centrum-leviceif1511/";"Čiastočná rekonštrukcia";"64";NA;"64";"no";"2"
"190";149000;"Byt";"okres Trnava";"Trnava";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4984458/trojizbovy-byt-okruzna/";"Čiastočná rekonštrukcia";NA;NA;"66";"no";"3"
"191";249990;"Byt";"okres Košice";"Košice II - Západ";"okres Košice";NA;"https://www.nehnutelnosti.sk/4984454/4-izbovy-byt-na-triede-snp-spolocensky-pavilon/";"Kompletná rekonštrukcia";"96";NA;"96";"no";"4"
"192";110000;"Rodinný dom";"okres Topoľčany";"Malé Ripňany";"okres Topoľčany";NA;"https://www.nehnutelnosti.sk/4984442/rozostavana-stavba-4-izbovy-rodinny-dom-vyborna-cena-velke-ripnany/";"Novostavba";NA;"115";"400";"no";NA
"193";168000;"Rodinný dom";"okres Topoľčany";"Belince";"okres Topoľčany";NA;"https://www.nehnutelnosti.sk/4984443/novostavba-novinka-rodinny-dom-belince/";"Novostavba";"100";"120";"300";"no";NA
"194";169000;"Rodinný dom";"okres Dunajská Streda";"Vojka nad Dunajom";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4984441/rodinny-dom-s-pristupom-k-jazeru-vo-vojke-nad-dunajom/";"Novostavba";"67,34";"101";"392";"yes";NA
"195";132999;"Byt";"okres Prešov";"Fintice";"okres Prešov";NA;"https://www.nehnutelnosti.sk/4984436/presovfintice-velky-tehlovy-3-izb-byt-s-garazou-82m2-16m2/";"Pôvodný stav";"82";NA;NA;"no";"3"
"196";315000;"Rodinný dom";"okres Považská Bystrica";"Považská Bystrica";"okres Považská Bystrica";NA;"https://www.nehnutelnosti.sk/4984435/priestranny-rodinny-dom-s-vlastnym-wellness-kusok-od-p-bystrice/";"Pôvodný stav";"255";"95";"1427";"no";NA
"197";4e+05;"Rodinný dom";"okres Bratislava";"Bratislava V - Rusovce";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4984420/hladame-pre-klienta-mensi-dom-dvojdom-jarovce-rusovce/";"Pôvodný stav";NA;NA;NA;"no";NA
"198";NA;"Byt";"okres Bratislava";"Bratislava IV - Dúbravka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4984419/hladame-pre-klienta-2izb-byt-s-balkonom-dubravka-bratislava/";"Pôvodný stav";NA;NA;NA;"no";"2"
"199";799000;"Rodinný dom";"okres Veľký Krtíš";"Veľký Krtíš";"okres Veľký Krtíš";NA;"https://www.nehnutelnosti.sk/4984417/5-izbova-rodinna-vila-velky-krtis/";"Novostavba";"380";NA;"5000";"no";NA
"200";88500;"Byt";"okres Dunajská Streda";"Čiližská Radvaň";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4984415/na-predaj-3-izbovy-byt-97-m2-dva-balkony-garaz-cilizska-radvan/";"Čiastočná rekonštrukcia";"97";NA;NA;"no";"3"
